Timestamp,Count in Last 10 Seconds
2025-04-02 15:40:06.591914,3
2025-04-02 15:40:16.602437,1
2025-04-02 15:40:26.613290,2
2025-04-02 15:40:36.616498,0
2025-04-02 15:40:46.625799,0
2025-04-02 15:40:56.633772,2
2025-04-02 15:41:06.644566,2
2025-04-02 15:41:16.645969,3
2025-04-02 15:41:26.656831,0
2025-04-02 15:41:36.667352,1
2025-04-02 15:41:46.670572,4
2025-04-02 15:41:56.673982,2
