Timestamp,Count in Last 10 Seconds
2025-04-02 15:51:30.972483,0
2025-04-02 15:51:40.983504,1
2025-04-02 15:51:50.994429,0
2025-04-02 15:52:01.001764,0
2025-04-02 15:52:11.012675,2
2025-04-02 15:52:21.021763,1
2025-04-02 15:52:31.032652,0
2025-04-02 15:52:41.042697,1
2025-04-02 15:52:51.048564,1
2025-04-02 15:53:01.059312,0
2025-04-02 15:53:11.065674,3
2025-04-02 15:53:21.076251,0
