Timestamp,Count in Last 10 Seconds
2025-04-02 15:36:41.222502,24
2025-04-02 15:36:51.233149,25
2025-04-02 15:37:01.243653,23
2025-04-02 15:37:11.254426,21
2025-04-02 15:37:21.265321,28
2025-04-02 15:37:31.276042,25
2025-04-02 15:37:41.286897,28
2025-04-02 15:37:51.297528,20
2025-04-02 15:38:01.308256,27
2025-04-02 15:38:11.318173,24
2025-04-02 15:38:21.325821,24
2025-04-02 15:38:31.336739,26
