Timestamp,Count in Last 10 Seconds
2025-04-02 15:45:47.262590,4
2025-04-02 15:45:57.273095,1
2025-04-02 15:46:07.283807,2
2025-04-02 15:46:17.293823,0
2025-04-02 15:46:27.304717,2
2025-04-02 15:46:37.315240,1
2025-04-02 15:46:47.325526,3
2025-04-02 15:46:57.336453,0
2025-04-02 15:47:07.347327,2
2025-04-02 15:47:17.358181,3
2025-04-02 15:47:27.368665,1
2025-04-02 15:47:37.375495,3
