Timestamp,Count in Last 10 Seconds
2025-04-02 15:48:43.498178,1
2025-04-02 15:48:53.508868,0
2025-04-02 15:49:03.519851,1
2025-04-02 15:49:13.530758,1
2025-04-02 15:49:23.541587,2
2025-04-02 15:49:33.552133,1
2025-04-02 15:49:43.558643,0
2025-04-02 15:49:53.562955,0
2025-04-02 15:50:03.567969,2
2025-04-02 15:50:13.577819,0
2025-04-02 15:50:23.584463,0
2025-04-02 15:50:33.593802,1
