Timestamp,Count in Last 10 Seconds
2025-04-02 15:54:17.042163,1
2025-04-02 15:54:27.043822,1
2025-04-02 15:54:37.051247,0
2025-04-02 15:54:47.056438,0
2025-04-02 15:54:57.064748,0
2025-04-02 15:55:07.074892,0
2025-04-02 15:55:17.081822,2
2025-04-02 15:55:27.092730,2
2025-04-02 15:55:37.101824,0
2025-04-02 15:55:47.112608,0
2025-04-02 15:55:57.121717,1
2025-04-02 15:56:07.132291,0
