Timestamp,Count in Last 10 Seconds
2025-04-02 15:43:11.748733,1
2025-04-02 15:43:21.759205,1
2025-04-02 15:43:31.769769,1
2025-04-02 15:43:41.780615,1
2025-04-02 15:43:51.791166,3
2025-04-02 15:44:01.802026,1
2025-04-02 15:44:11.805220,1
2025-04-02 15:44:21.816067,0
2025-04-02 15:44:31.824817,1
2025-04-02 15:44:41.835737,0
2025-04-02 15:44:51.845800,2
2025-04-02 15:45:01.856682,2
